d1,d2
496.40612136131216,399.9509071397962
515.7558031590727,370.14138394400254
414.95169830210403,489.5887373786126
430.310082035207,499.4229829640977
552.2793006314272,506.008248607558
476.45504847470374,474.91640719719726
449.4433920367326,593.0232454677079
540.925804572219,413.15257911934
518.5178031525314,287.2271319043314
511.3813739918114,568.8618161265053
413.3480207277461,591.4765060267354
458.8382028761783,637.7165623679635
409.5011653057495,501.6309197428647
524.355571921064,596.9119670835391
545.5366976377613,411.3296997768796
466.8186337491064,538.9327132341302
540.4431633527973,364.18224889393787
502.3817284478638,493.86699336147973
489.77498274097223,399.9259452645348
432.5780363157684,538.3385282380395
561.9138626772557,403.47510785404216
524.5897566224186,280.0886174204468
628.0763410898888,446.7220915921942
413.35918425021964,554.6948455077415
527.1777531510248,615.0596008556147
488.2053703131233,441.7309644836041
537.4447832135776,425.445262714007
481.26892658400635,582.198144380615
572.0427600418291,390.3095237532478
495.69189812676774,664.5323618327237
501.6222230105945,579.3784492362525
518.7095846607057,489.8355825381317
536.1149108118392,506.5787605272371
460.1965885322619,209.53062184265798
532.1274906552155,635.9600999220984
516.1043321360844,406.358698713067
477.37576972531167,349.3999936661003
438.65175318509864,467.9325286670093
429.44973404825794,344.97268503291633
582.4354418285966,536.747119341737
544.2480858390754,571.0795991316212
417.7597837214071,579.384116328201
512.3473293265429,693.1104814043193
524.0341222808321,509.09702044373114
507.51188699384556,756.0112690278513
535.3423705711451,521.395601539842
465.49288774007886,513.2541277874506
503.20732830928347,505.73297877988637
494.6158949453141,551.2856876472019
499.54994224920256,272.79731657636887
476.8647380960762,419.27327419895676
499.95908423406564,457.6582475567331
434.0818657448938,164.875573962437
532.4995355809303,474.05753387259324
443.0871290199869,602.4931828435618
573.9163564757671,509.22034669267913
543.2235066414048,430.2359054673577
493.94976028639473,407.7463999951797
434.88579657772493,478.6119688807811
492.1114988970513,424.24687416083594
602.2708962587202,696.4651699841945
494.9001689235398,409.4248425436544
492.10697025408183,419.57285029880893
564.3259061538764,357.8117737303537
540.2054509794807,446.7813475619802
575.2671025768191,440.1436345952011
460.2242041877795,355.45854905059747
553.3210170124302,749.5800212089956
446.75805147883943,457.56982041766287
495.86156295801266,571.1024248507769
597.1223971102631,613.7844044009946
540.4570967619698,547.489188229645
427.34731997231637,459.4676877000141
525.2681534048837,350.2876986872737
522.4887895191049,565.7451805744872
477.03648854415115,455.77107886178544
383.77290166378106,493.830641375754
570.541594485783,441.41708089269287
395.0019216553628,431.0407715530295
399.79518710420814,543.6923448912738
409.7135572921232,465.67182869666414
434.7731641019004,666.8059869591272
565.1224020101978,343.80352764282463
533.2821989995905,524.6180802568753
527.7432966903506,665.4573716187134
593.9542732569411,417.24552503476735
518.0553417275563,451.31604258637043
485.37301230232254,421.8918128905298
570.1133816649782,450.5668682040505
497.91562421059285,626.1347887267164
446.9683059777613,548.4848684820099
471.90642453655005,537.9488367815464
372.28648845774933,582.431789679953
451.97285096450946,389.7727197485318
440.936324334604,656.1409200582964
477.83281726423934,595.5804975252328
565.006582650747,539.5439392557207
467.52690421243204,502.1484027144365
441.27771953755826,403.87492983730226
537.3267992343635,483.21603949323526
474.72917404282504,450.0943960524018
504.0981405203321,538.9577451563408
519.5091406746467,389.48219882287333
471.8693238590586,443.4578769252497
425.9414698394555,639.993929326327
480.0428279854445,595.919978185442
535.7550209528822,516.5183606802295
472.7040059438236,550.4507738574423
541.4192527056856,408.0762953907976
622.0722158200085,530.9583794639902
439.33696194008246,527.4422905182271
527.0911634689816,517.7758844377041
502.4677542838779,516.8382441385527
538.2942542224495,505.15928282344936
485.86906229901746,536.2023659452227
496.6036763564822,314.552887732329
427.5057729449145,479.1130684644905
451.29553804225395,252.42415364571528
456.53231694966826,468.9625061966324
440.30296193014584,375.51735776244243
483.71937218369175,624.1002470060969
494.0560320488333,512.8214629678181
480.9342443245617,355.92001403924485
529.3301733666552,467.2821010201473
521.0398645606465,405.4503102724174
441.77218610481293,520.6112389630491
476.44085054169454,646.4088451352827
398.31257370137774,507.01870308741667
468.8308969788234,458.50150688275465
424.2022953058213,388.02826414691083
528.0814248326083,336.5141847996165
517.1164827836011,171.69396782571891
522.1144567507198,566.5042149518697
530.8664832107766,506.6369826790825
478.4153366156405,481.8020122798054
531.7223266548286,471.5280512467524
532.9169067972297,607.2584318447828
492.70172824737153,554.7605100653855
402.7393444667239,563.1563793360734
481.13730448944216,421.89422022733345
437.7403757374836,557.2361373534302
414.9601798269658,471.6309543112783
499.0828844437794,500.1654199858082
563.5698444931327,631.5072512958434
570.3505856801751,614.5170066873537
519.3077853496509,432.1038733986108
486.3047473000602,385.9294251001584
564.2517188428654,760.9133464143079
364.5713889153452,509.38880971680794
510.5176966471267,533.366464589165
515.1542545616549,563.5646405056872
548.8016820375755,466.43792175761877
451.5582531603868,594.3180974646577
471.7345321873976,575.5419208147036
544.9475052481257,553.6683388959392
329.8968924484941,527.3959139898487
467.6829258950772,417.95934322311734
410.5378583487749,610.9418887030668
552.1422237252888,448.8653948496259
429.3366585633868,536.1812994699708
483.29857335413016,475.7994838160085
525.2725320413961,417.319293732329
518.229760501208,391.6624601597142
412.2590773207289,363.2042072507494
484.1651486888977,552.9875723028903
481.8295533022902,437.77088398954726
511.2847950503873,567.2003549248253
430.91784922002796,540.3999040261219
537.923435068782,536.4077911026232
472.01308100638715,517.0156765738179
597.2781440005115,672.3483240424448
435.7498366292328,476.2111707682995
467.7017012380603,588.3799412211131
511.9003495480185,506.5076552930555
531.3454820096715,387.51481129689546
506.52373690735976,403.1356424645042
537.0865596076229,605.0535821089554
479.2291909468697,445.46493938667777
456.99307611910706,296.6704142097268
480.6486292353501,404.0300903629385
478.14600465950053,440.8698597459424
512.9170076698816,411.30159840700355
496.6849525643927,531.1740177870325
441.5745173795999,504.3203930284135
525.9105806376127,532.5609840046027
613.0776914579143,517.9942318042105
499.35130120594386,431.3599930010592
479.771828382787,578.3436689942574
518.5951156978701,648.3056687549604
437.8068174607291,433.83525079674564
541.4288709810296,491.98344566553965
454.307295850421,486.48386717346455
557.1035052072061,550.3069645271925
485.0924153670207,410.4935130175526
647.9453069661143,360.0653176692914
439.9166876409083,568.0745746112642
459.8958857343975,414.51838056256065
522.003405512383,448.7579902279223
428.71275881323487,508.0091027537975
458.2880300962817,368.24916494703535
521.947168658921,435.2747351993395
466.18268457005,465.97317602941416
551.2487222411247,580.2233136467696
528.0339295033405,655.0128781535071
474.2370091549904,564.3347350681747
584.2810433754508,403.4006633982533
493.77230521601916,621.6476455931078
526.125206690848,503.62290541684376
457.0405103232797,550.2367744752398
394.5872811799803,562.8170623593361
467.3038081014667,453.4002387499608
510.8678701614192,522.4205885984816
465.8018355146967,452.16830638109406
619.8917328254979,640.2125248949609
544.2581079951979,404.15594487946584
515.2014632891941,543.2895638514503
508.6323044986233,444.3054019679779
561.3987839017675,527.1407747409348
478.5587217453893,437.06477460606726
451.7803696418078,390.1549080171486
484.53146474496015,641.5933463058672
531.4617948186014,467.42837661228316
488.96143266857655,516.2514748396011
515.0092566112264,425.55221636054273
540.3372304074878,525.5103548299363
477.3697138572536,395.4052658688213
487.86214401563524,529.85943078196
501.71535942397287,575.4408011124511
523.8117332610952,354.6223293169653
438.45338468628705,513.8448321023061
522.544324007143,447.94959943365535
455.44526338318377,394.10200298647004
434.0612511585447,410.55425158037116
520.555936139551,498.55470512181085
439.36364203302156,471.7704640141383
473.1089891202029,568.2409211544984
489.1385911860606,427.75864353818
442.38494934196336,546.178410256688
559.6388473836085,475.1366027102122
518.4355105065576,534.1595363835518
385.68476587150604,550.2383490979831
522.8540532500276,649.6040356833457
326.3981592026282,596.4550582539191
471.51475079237497,465.85785676646697
545.4521572499345,567.2858038123084
506.33033553211555,480.6589931627221
541.4013578808245,602.4674062024125
489.17278639310933,336.9222008310444
556.0848905844389,446.6055612524104
550.3851829655732,487.09283282788215
495.4799399365631,578.5547092551301
507.0375022564096,453.2266187086602
458.1236929850333,391.06037674703293
521.7097221678757,723.8322033154925
539.0460817904426,433.595400678254
518.6085826617374,617.9999469088747
490.48347988826146,518.2132094506226
535.6452965131504,541.4593969441642
484.3097721657033,462.8486063082927
459.5409916611078,585.8043430998491
466.24599005386153,505.5134805034873
477.9630222230477,450.09874358097784
445.73184462864316,491.15684949632396
328.84118911881785,455.33391982322564
493.81109720652154,619.9062541756758
542.22166928468,369.5365733999969
536.6700733002451,434.256816799408
479.5075252698024,433.72052805988193
499.7915086447684,519.4361363541865
484.1956095819896,533.9473465906508
509.1182488709269,473.12224842841215
463.0479182565164,464.9881059090487
522.5742621703862,499.4070621091285
447.97943356452583,452.9672265354985
489.30106645623624,539.4233289148667
554.0511559601025,588.689858581462
486.627833868163,663.1676847646409
446.03337463561894,678.6389219652721
432.01699838879244,369.06128929924944
491.82900581274316,640.6220993124717
465.5567307890593,666.2480657294977
528.295151726207,389.80897545145484
478.1548420771004,385.18549668545626
532.3450517571921,338.9889997457112
575.2683652215113,426.90354748084866
459.5698502457186,404.4817896760241
526.5149670269782,361.0326676039018
460.46676834368543,507.2413895852048
553.1395417892358,609.9881112524996
566.7610220212647,492.5096421642237
474.49928574768876,317.1019310250455
521.5220896428375,483.62807856957147
523.6034970296857,546.8797803892189
532.4166972134058,536.9463792436176
558.078129712922,698.8147873141858
514.5124803090212,525.5997684472123
587.6999800902316,675.6278436060866
404.81504724201676,497.86484218192436
483.15190675846634,436.05738131674707
473.6945623545953,565.6155597430579
430.10557912851374,461.64924958307677
467.07235836645197,605.184896351448
550.5135862164936,379.4177905442356
529.8000925359904,685.1042576718759
440.10093578886904,419.73204255626183
424.57733490585525,482.74174780253895
537.0353798105384,480.873400064502
436.4297692152715,518.7340295838143
571.1100445818199,620.0885099731993
577.5595502638797,566.3867456789562
437.5116028068249,532.3794710477704
448.23911208555967,543.668533773105
474.5880539960654,357.02003201685864
543.8045151974727,486.1594685965662
519.1063355059055,451.3047468752472
484.5531536075002,552.2285270047282
497.5319178244234,587.8651493228698
470.20410853088936,392.2413268633161
422.3350810046073,288.60356075837376
557.6204482616065,519.4715029879945
557.9699008769871,378.5218517379915
562.4395214465598,527.707004631828
478.0220332990789,492.6367955273256
548.192844988119,438.13199300577503
473.99138939551216,584.8604224659839
433.54444711808446,462.2052358829153
462.00222426143085,652.3462580458872
500.7466141713574,487.3855876994731
537.8389990091398,530.6213668628467
457.71786984971783,463.6692538275864
366.6158788869168,560.7350938080739
512.4131598049678,525.8486447990274
512.4297208986304,520.6676649733956
484.27450220630254,513.6404421995729
484.8936774553914,387.76274746378044
504.5831206421315,591.8745069904829
471.6046422260548,458.27154921040545
470.6929263988669,506.9956748672413
498.6487123205119,440.46246449435245
494.31288500823786,425.1992170227045
452.59982481214774,219.43677851470164
406.9663654279553,600.762277744758
476.17976073711884,454.99393067933426
467.8469509987871,490.97756081916134
440.6656403680978,464.2058706165161
525.3357374157525,608.2725364314774
468.85147055257124,518.6183320059191
427.15704109227136,439.3708442216314
529.2016295052201,673.889172780694
509.2730395781164,545.1386558189347
570.4131668295288,624.4927416511913
468.9614680798211,539.4055306138024
509.97363831435945,441.8178674064379
535.1049969314391,625.4388813766257
440.918293814948,294.11528473189117
434.196374469974,537.5809865651905
468.0717436150043,608.1162501596024
483.80635127695075,485.63650728411056
486.63151082747555,424.78013082522904
461.7176182287037,536.4397412532799
430.3163401632729,507.70820458536343
466.74188137470395,459.16968966757463
438.0754524420599,470.0816029015248
493.21060446872826,505.5314816125877
561.0071606405057,454.0524269688489
549.6066319742877,686.891614886732
547.3942805043813,526.679506770025
516.8507307550107,557.3157324631586
548.6378148731437,494.3374170851529
450.09711504396415,405.1247480743853
403.2231612157085,471.5178921222909
511.9613774209473,411.83305229810804
451.7864280539976,498.2588416175967
535.0307658459981,361.13244589862796
589.4367732885465,578.9751502602942
552.1195006485048,478.3234413496458
520.0902808647404,390.22316626587224
618.8726214127926,581.9593605076236
609.0921385070009,517.3076746317573
501.3551948302854,475.71376004039666
442.52036355559176,696.3682484392351
462.0859911239754,503.0954776568166
480.620296028691,431.12408687137383
562.5122014690403,423.3410592063166
536.4515102818845,405.4867631107293
514.9315268469575,748.6669580174106
466.31840444853526,636.738171878535
535.7506378292168,487.14906029884736
547.3396456468117,364.522385037448
514.600573861712,398.69036988455184
438.1114866203189,494.79011025505895
465.76422893473745,364.8892570408152
472.2979413740507,294.5550707592295
562.9456229985517,468.66740577007397
574.2162188564944,431.54492139034784
426.85746510966123,536.849027144761
488.70913821184314,417.611077213063
576.5019008562846,217.5682123041958
381.9204394858383,468.1644095429779
512.4347855977201,414.66990641381994
532.8858150526363,543.0774139289166
475.0768216496475,253.01321001038662
391.24393912318965,396.3749813284406
533.8546959733972,239.50768286171729
551.4156797791102,637.5976784741719
468.59596492838824,747.5769937198429
477.70619606997167,589.7651394330477
444.1596944595308,583.9799134569575
346.99083448791316,492.4617006330199
433.89221909897697,530.4740368783126
515.7397974201971,576.5089250623483
458.5307403040977,441.70096808382567
488.3251809518653,591.3083349903225
484.2998500574073,598.4763926660245
415.5423630141435,359.8641875582196
441.8824168974839,596.1526314635925
478.0690172468409,415.19169459587226
537.6788665385814,676.627059352908
466.07520007025676,341.39780490301393
552.2663370520261,432.33938231027514
527.7874377827114,348.63579468369517
452.5680587639159,594.3955941769511
533.33187161305,352.75103628729664
506.7175776982428,600.3538961647164
463.0785178343648,259.295438191169
428.402692034531,677.3394938472964
489.62078184102904,549.3094376797188
411.2120068782449,588.8691742480529
435.8464256164446,440.0812150062312
460.9330699851957,351.98746813879154
506.6602928488675,511.7020469222699
563.3753828738652,611.3469659536776
640.935343869711,512.8623869424802
439.41864170540686,593.486729602256
531.1887834459844,444.03168850398185
495.7470805844139,479.0559599411779
489.9486428446678,518.1026450503398
493.4920422700006,500.2861197737954
512.0894803123665,611.6004029501162
512.1661412711268,369.5120584456391
496.6200551706569,469.7573764080629
577.0258909587187,495.418668272754
559.0503071145515,540.9173297149234
509.362127641809,471.3756704325344
547.3460277479257,501.2445153906052
501.32160315428314,290.11600631084855
583.588898952127,605.5660077263684
479.7533898508715,559.0535424728596
559.3999360738464,656.1307411642867
477.9840702332392,337.6289359180545
484.38587759339936,545.0781748916645
403.36019595676595,401.8593512774173
569.9370453022902,492.9387037946635
444.3933173800424,428.4128510715698
501.22999561625005,550.4516089968404
482.08218448626184,637.236229504927
554.2782609814709,371.89512815346995
520.2254765895315,405.70827042445495
396.66048486716403,467.0948280654207
415.5883443215436,642.4823969550397
463.114983736614,531.9251505194327
524.6708769483291,679.9833205103611
473.8944170447379,593.0418278000477
466.57971290939906,512.5427239022802
484.9883138948081,274.2743885025521
505.70591016832805,438.505268984351
400.23857927133275,472.0111424349894
450.36604515498516,489.48491638555885
490.0998364348532,719.6381751464999
516.4446532523691,460.43845218996273
542.7081844582481,646.8679858727886
464.96894564548427,762.8953564728859
480.17298211197823,346.91998438869666
471.73298009395194,572.7348278013183
437.6746818492314,598.0764378743471
406.77830749405535,433.3228249062421
499.9680462659309,458.85225065987674
525.16299383453,553.8400045662775
532.4733310674496,660.238560060815
559.7493750952689,382.22556924039327
452.71807708761344,660.1324813714838
406.64295091464794,526.5766599701115
535.2063771934398,518.6803975196598
497.11102392524543,746.6012084613867
528.6110400355634,449.5740821217243
492.97559826360504,411.39356163469193
536.8137009783753,353.5913723680446
458.3847653537481,805.1064700222023
495.7802340524429,516.6733381766264
550.78865736771,474.46040855752767
412.47498594839,574.814122531128
454.4224480224487,503.7929682775876
481.90678141925616,398.5705319301025
506.51299052165473,523.1207844673961
433.26259949522375,591.3210435244108
455.43966964392706,481.85188363379046
531.900835089962,613.4729275992323
422.3817620873048,521.2946926474659
440.7360553840582,366.8532551153338
463.8550137464689,567.7893121250048
481.90223534489866,536.7132583326379
614.9522325290992,540.0161392059094
463.86157187323346,566.4100059310448
543.6552611941687,339.09568817831814
444.9597183703935,568.577280366917
381.5351759825485,320.22678207599563
512.5758546374827,629.5685338225987
425.6419052452596,546.9114053039425
426.2919561340085,575.3523245997956
535.7599696714893,523.8711435385628
467.27415973719786,747.9555080883385
481.49689574707725,722.3013342112713
519.246708599147,603.4116791000114
434.15977873772647,576.102516491937
469.8790596780679,514.9472152610869
560.5991103683747,537.4339133852242
541.4854857135921,723.7677667166332
510.07081159430464,720.6252391340852
508.69288494449074,517.9396754229939
420.2462134602807,450.2386257675899
452.44087165221265,623.4879581492017
545.5861085346593,525.2831180923306
464.7783648542554,567.0562059750955
508.78678954703184,627.637484128423
411.16828914903977,557.7698021908816
447.8245348994544,425.36079299268977
535.5956261609225,531.688873120766
451.32721803807436,514.8590710043972
538.7253010671923,508.09667404418985
393.5258969658004,433.5897298698158
505.7175342440511,678.3313005371652
527.0040448479408,511.90999869593173
456.3076447129266,510.6064245599304
415.49164350803653,471.3661049650483
555.5195564754498,637.902308028194
540.5144706697841,531.5048084831359
498.18977935558723,513.628277631161
504.439854455497,519.1128000776383
534.1330580605942,482.548584356337
618.2965092358406,448.8571318358146
513.7857410233277,374.10385849222945
492.53976204789797,394.0277996564454
463.34815703542574,505.77926347793505
463.89083014874524,348.1871102356026
455.0756077939396,400.3483169446539
396.6088324743917,585.4464116293559
514.9812250485455,457.30775878326347
468.6322947481535,584.0744216896308
601.1502213580919,440.0087504025231
500.73049307017146,488.5088367332984
495.52411298474044,536.5931526956203
494.39437279465733,524.2437811036698
522.1796248626492,517.6527701321924
498.8234104685216,369.0663152754035
625.0647860690432,514.3358656990048
478.58356906517537,667.9462212602189
517.485221991342,408.58375152491703
531.7429972641659,446.9530795867888
397.53204316347205,328.24244782357016
566.9764411111862,652.7651641792626
549.7151872084833,493.1895448779236
449.90837501558326,631.2941176194706
409.67532057178056,467.6350498687161
439.9292942875347,428.0040713549378
463.87165530171677,501.8293711519126
563.4750752277475,735.1457816780068
553.2035427844554,600.5291602563723
499.58133963233195,304.2227485531398
562.7290878421611,383.5468347652593
573.1300705390812,241.9107074084468
502.08115423695995,547.1887363225488
523.3619527867631,430.79705813757505
467.9808501050571,433.4654127336351
446.79948536232644,422.6923792218639
500.046767406953,462.8291611705119
365.5259954680073,365.6500543701128
470.991067826707,437.8252414949629
576.1974598920233,525.218505268712
456.82029916758165,565.8899669330473
614.883585404211,420.24781319729436
541.8200898811199,621.0069810189897
565.0896721569331,500.24556474234066
541.6175312476291,463.36159898418464
459.72035847713437,360.0595346018779
474.4052532347643,341.50189612375755
493.19498519037796,429.7674681880234
454.98254652097603,491.637705544634
488.32828853693553,592.756762210592
484.1176776779848,570.7423722548358
548.3520789137598,504.6990570684873
506.5338016689189,475.86201558895016
492.9424443575764,537.0627393743578
468.6460192926218,578.3084206077871
539.1840634456545,554.6830584550385
533.6718291485868,435.5969406265641
561.3914544761003,445.28250920883477
520.1146428679351,417.2825683824282
573.5941502160496,495.00024946429653
492.5044991190531,508.94178855769024
480.1093961726459,556.7601291276573
560.28857622911,616.0743394699957
479.9761033801757,545.7190013604902
466.38647915153643,311.5355948873124
575.2961472749772,371.08870598028955
505.51108877035574,431.8933656304628
483.01476069757956,412.8357282983451
459.09563881803376,714.5066301543982
458.06095677201154,497.6191764110624
598.9348459411808,407.5071249542925
562.8875559462014,627.0265399081768
496.3822471233841,505.48446937529064
484.89312284137634,382.38842401216846
378.4462257275512,469.5633449603048
496.91135652163643,434.93179332703056
589.7645530526136,562.3409047535256
444.39827504082416,441.0292916308846
482.12616863408164,530.8619268467979
434.0386135773268,390.57705176513815
466.14810599593096,682.3627067050654
601.4153546390033,450.25167944953137
511.9798905181629,454.7318411242536
447.77393877542056,647.6161782856822
493.70210572142696,509.56240173184545
621.1047732523268,562.2620832574229
482.07705928932216,495.3863993479742
492.56083710252005,518.9216270575225
540.1092510184818,461.19837561274215
487.98306158156623,500.1467770160186
588.7655013456109,546.0326409890768
388.84134442647326,371.8290844353247
497.94618687606663,337.0725976808154
513.3992244979943,416.4631612715116
371.2013642496978,386.2410407250811
450.7414591762505,330.1947956322234
576.476870012077,430.0100934570675
521.1986886129683,461.96517342246403
565.284083461249,568.6463699512689
486.4174152675695,496.5588192607
514.9134705852488,281.6570593257952
480.18983124523936,642.2355962383269
589.5361218457878,438.44439779151764
549.0096466247255,515.9507485042075
434.64160566160257,336.27957309181613
417.0613126662614,351.22618015149123
472.2203005651839,663.4581265716362
532.9257174422437,531.9551538390731
483.68504960849555,493.8096002976585
539.1102488989065,399.64832677647075
485.1296498756567,307.4332459256427
538.3537931030775,453.73369392757184
503.31440680315177,565.9472278507325
558.4650168439015,490.13069167546723
464.50936683985236,513.8243633000732
415.6533116926312,488.6782246807623
506.6816409696964,394.1874918540436
477.27608670087545,386.5966405866191
424.3117478270008,634.7513654815936
481.7963974519091,354.817345376976
444.3816658444788,484.3780784005615
562.2228574546592,551.0475087058929
367.6643680469064,475.30551716116094
511.0572257161803,584.7267405259157
474.5315141406305,389.05381477805525
502.98980951170233,714.9078004028073
562.0677036469649,479.1567538936605
543.6655636740333,350.93893858278113
505.75231271195406,594.3224099289223
481.34251571096706,471.3190704637651
493.96506738393583,540.9561935837554
465.35727124371186,363.8330108276613
493.55238169753625,395.9016322415546
522.0566324784229,529.8924528668995
569.6566239352611,399.00397829292467
558.948451875085,553.9900469668847
